infra,session_id,sentence,type,similarity,label
cdp-seattle-21723dcf,bb3e9a8ee7a3,"So that's, you know, that's what we're working through right now.",random,0.0,False
cdp-seattle-21723dcf,40b9ede727a1,And I watched that rally and I think you should too.,random,0.0,False
cdp-seattle-21723dcf,40b9ede727a1,Other items of business to come before the council before we return.,random,0.0,False
cdp-seattle-21723dcf,40b9ede727a1,So and public stand with us.,random,0.0,False
cdp-seattle-21723dcf,40b9ede727a1,"Now our Rainier Court apartment neighbors, predominantly low income seniors, are having their rents go up by hundreds of dollars each month.",random,0.0,False
cdp-seattle-21723dcf,40b9ede727a1,We need the City Councilman to follow Council Member Tulant's lead and publicly stand with us.,random,0.0,False
cdp-seattle-21723dcf,40b9ede727a1,"Yes, we can.",random,0.0,False
cdp-seattle-21723dcf,40b9ede727a1,We've dealt with worse situations from Republicans.,random,0.0,False
cdp-seattle-21723dcf,7f47079884fb,"Next, I'll move to the resources to set up this balancing package unless there are additional questions on the forecast.",random,0.0,False
cdp-seattle-21723dcf,7f47079884fb,And Anne.,random,0.0,False
cdp-seattle-21723dcf,7f47079884fb,"And that the--the departments begin to track events and demonstrations specifically demonstrations, separately.",random,0.0,False
cdp-seattle-21723dcf,7f47079884fb,That's all correct Council member.,random,0.0,False
cdp-seattle-21723dcf,7f47079884fb,There's a period of time when if they're assuming ceasing operations in June there's a period of time where they have to stop accepting new people.,random,0.0,False
cdp-seattle-21723dcf,7f47079884fb,While we know the Department is working to address the accommodation there are many folks on the in t front line who do require interaction with the public.,random,0.0,False
cdp-seattle-21723dcf,7f47079884fb,Not in any order of importance.,random,0.0,False
cdp-seattle-21723dcf,7f47079884fb,This action removes funding for two of those seven projects.,random,0.0,False
cdp-seattle-21723dcf,7f47079884fb,In this category includes amendment Hom 4 B 1 proposed by Council member Strauss.,random,0.0,False
cdp-seattle-21723dcf,0bc6e006b028,"Before I open up to see if folks have questions, I'm wondering, I don't know if you had a chance to listen in to public comment, but there were a number of commenters who had concerns about changes in the bill.",random,0.0,False
cdp-seattle-21723dcf,0bc6e006b028,It was good to hear from you again.,random,0.0,False
cdp-seattle-21723dcf,0bc6e006b028,Can Council members provide an example of someone harmed by SPD that would qualify under the current right of action?,random,0.0,False
cdp-seattle-21723dcf,0bc6e006b028,And so that reduces the potential for pairing the DESC mental health experts with an officer.,random,0.0,False
cdp-seattle-21723dcf,0bc6e006b028,How dare you?,random,0.0,False
cdp-seattle-21723dcf,0bc6e006b028,"One is in the way we deliver services to the public, second within our internal operations, and then third within our workplace.",random,0.0,False
cdp-seattle-21723dcf,0bc6e006b028,"And if there are no further comments from my colleagues, the time is 11.16 a.m. and we are adjourned.",random,0.0,False
cdp-seattle-21723dcf,0bc6e006b028,"Um, that recently made changes to legislation limiting the use of tear gas.",random,0.0,False
cdp-seattle-21723dcf,0bc6e006b028,"And what I mean by lived experience is they're somebody either with an existing mental illness, substance use disorder, and have had some sort of crisis connection or issue within our system.",random,0.0,False
cdp-seattle-21723dcf,0bc6e006b028,"During the interview process, over 50 staff members participated in candidate interviews and all finalists met with our race and social justice change team.",random,0.0,False
cdp-seattle-21723dcf,09e8ad8f49ba,That total of $77 million would be maintained in the 2022 budget.,random,0.0,False
cdp-seattle-21723dcf,09e8ad8f49ba,"And as I noted previously, this compliments FG one, a one.",random,0.0,False
cdp-seattle-21723dcf,09e8ad8f49ba,I also have heard from members of protect 17 who represent members within service that they are supportive of.,random,0.0,False
cdp-seattle-21723dcf,09e8ad8f49ba,Build up and then assess the entire system.,random,0.0,False
cdp-seattle-21723dcf,09e8ad8f49ba,"As Lisa noted, we do have one additional walk on item.",random,0.0,False
cdp-seattle-21723dcf,09e8ad8f49ba,"Additionally, I wanted to voice my support for some important proposed budgetary amendments.",random,0.0,False
cdp-seattle-21723dcf,09e8ad8f49ba,And I am here today asking the council to re-continue funding for El Centro de la Raza.,random,0.0,False
cdp-seattle-21723dcf,09e8ad8f49ba,"So this position would make sure that that position is permanent and if they are still able to have grants and donations, it would expand their ability to rehouse animals in a meaningful way.",random,0.0,False
cdp-seattle-21723dcf,09e8ad8f49ba,"And as you know, housing providers need to be able to depend on this fund and know that the investments are reliable and predictable.",random,0.0,False
cdp-seattle-21723dcf,09e8ad8f49ba,Currently volunteers are struggling to manage that.,random,0.0,False
cdp-seattle-21723dcf,94fc8f2e670b,Is one area where I think we have upped our game. We,random,0.0,False
cdp-seattle-21723dcf,94fc8f2e670b,You. I,random,0.0,False
cdp-seattle-21723dcf,94fc8f2e670b,Next slide.,random,0.0,False
cdp-seattle-21723dcf,94fc8f2e670b,There's a rating they do called the RP3 which stands for a reliable public power provider.,random,0.0,False
cdp-seattle-21723dcf,94fc8f2e670b,We are at a pivotal time as we inch ever closer to the end of the pandemic and anxiously await the potential for swift economic recovery.,random,0.0,False
cdp-seattle-21723dcf,94fc8f2e670b,"If riders have to wait at a Soto station while full trains go by, it will hinder success of the whole system and really highlights the need for integration and cooperation between transit and Metro and Soto. So",random,0.0,False
cdp-seattle-21723dcf,94fc8f2e670b,I just have with the chair's cooperation I would like to ask one more question. Sure.,random,0.0,False
cdp-seattle-21723dcf,94fc8f2e670b,"And just as a reminder, the 2021 rate increase replaced a rate decrease in RSA surcharges.",random,0.0,False
cdp-seattle-21723dcf,94fc8f2e670b,"Welcome Seattle Public Utilities to our committee again and this next item, Council Bill 120100 will approve a very low interest loan as already planned to finance $66 million of the $570 million Ship Canal Project.",random,0.0,False
cdp-seattle-21723dcf,94fc8f2e670b,Were some fairly major components which weren't well defined at the station that led to early estimates being low. We,random,0.0,False
cdp-seattle-21723dcf,b6ea23f7a9a3,"Will the clerk please call the roll on the passage of item 8, which is, hold on a minute, I'm scrolling here, Council Bill 12072.",random,0.0,False
cdp-seattle-21723dcf,b6ea23f7a9a3,Are there any additional comments?,random,0.0,False
cdp-seattle-21723dcf,b6ea23f7a9a3,The COVID crisis has become a COVID bonanza for gig companies.,random,0.0,False
cdp-seattle-21723dcf,b6ea23f7a9a3,Will the clerk please read Item 7 into the record?,random,0.0,False
cdp-seattle-21723dcf,b6ea23f7a9a3,"So it's my hope that this bill will help improve and streamline the process of ordering for customers, making the food reflective of an up-to-date menu for restaurants, and that delivery drivers can just focus on pickups and making deliveries.",random,0.0,False
cdp-seattle-21723dcf,b6ea23f7a9a3,Just moving backwards a little bit for some context first before I get into the details of that substitute bill and amendment.,random,0.0,False
cdp-seattle-21723dcf,b6ea23f7a9a3,"Council President, that is the summary of these five appointments, and I urge a yay vote on all of them.",random,0.0,False
cdp-seattle-21723dcf,07b950311439,"In the community this week, I will be attending a rally in Pickett on August 4th with our brothers and sisters in SCIU 1199, nurses and other healthcare professionals at Harborview who are fighting very, very hard for an equitable and just contract, really looking forward to going and meeting more about some of the hurdles that the union is facing and how we, as public leaders, can support their efforts.",random,0.0,False
cdp-seattle-21723dcf,07b950311439,"When we have millions of people who are still unvaccinated, including children who are under 12 and immunocompromised people who are still at risk, and when the Delta variant is increasing the risk for each of us to contract COVID, it only makes sense that each of our community members, including our business neighbors, take every measure possible to protect workers, to protect children, and just to protect every other neighborhood, every other neighbor in our city.",random,0.0,False
cdp-seattle-21723dcf,07b950311439,"I look forward to co-sponsoring that legislation and supporting this Council's priority to get that village up and running, that village which was funded under CBA HOM-009-B-002, I believe, as a separate budget item separate from the other tiny house villages.",random,0.0,False
cdp-seattle-21723dcf,07b950311439,Our City's Transportation and Utilities Committee has no items on this afternoon's full City Council agenda.,random,0.0,False
cdp-seattle-21723dcf,07b950311439,So the last step is approval of this lease so we get more people off the streets into their own space and on to a positive future.,random,0.0,False
cdp-seattle-21723dcf,07b950311439,We have proposed multiple amendments specifically for the Graham Street infill station and the 130th Street infill station.,random,0.0,False
cdp-seattle-21723dcf,07b950311439,I know that staff was crazy busy for the last year and a half.,random,0.0,False
cdp-seattle-21723dcf,07b950311439,"Thank you, Madam President.",random,0.0,False
cdp-seattle-21723dcf,b8891923b600,We remarked in a lot of the conversations we have had with DOJ around consent decrees and the experts they use and some of the research team here at SPD.,random,0.0,False
cdp-seattle-21723dcf,b8891923b600,So again really appreciate the willingness of Oam to continue working with those communities to determine whether or not there is more we need to consider in a future plan.,random,0.0,False
cdp-seattle-21723dcf,b8891923b600,"This report is an obscene Whitewash and demonstrates the you are end need for us to have full civilian quality control over police policy, misconduct investigations and discipline.",random,0.0,False
cdp-seattle-21723dcf,b8891923b600,We have Matthew Butler who will do most of the presenting this morning.,random,0.0,False
cdp-seattle-21723dcf,b8891923b600,So now Seattle is in the position to lead by being an early Adopter of Decriminalizing Psychedelic plants.,random,0.0,False
cdp-seattle-21723dcf,b8891923b600,The members of the panel who were not police were academics from Pennsylvania and the U.K.,random,0.0,False
cdp-seattle-21723dcf,b8891923b600,They have been rewritten so that they are more Inclues Toif women and people of color.,random,0.0,False
cdp-seattle-21723dcf,b8891923b600,It is about how you bring these principles into your everyday work and the work you have done around key stride vaccination and Covid testing in 2020 and 2021 is a shining example of your commitment to racial equity.,random,0.0,False
cdp-seattle-21723dcf,b8891923b600,This proposal will not be the Pronl Posal.,random,0.0,False
cdp-seattle-21723dcf,062f6b2b2003,Go.,random,0.0,False
cdp-seattle-21723dcf,062f6b2b2003,I think we would have to review our points of order and how they are brought up specifically.,random,0.0,False
cdp-seattle-21723dcf,062f6b2b2003,"So add more flexibility to the rules, but have it be the Council President or the Committee Chair that is ultimately sort of making a decision about how those committees are run.",random,0.0,False
cdp-seattle-21723dcf,062f6b2b2003,"I'd like to hear from my colleagues what they think about council briefing every other week in which we talk about what we've done, what we're going to do, and other issues that actually brief the public instead of having three-hour morning meetings sometimes where we hear the same thing again at two.",random,0.0,False
cdp-seattle-21723dcf,062f6b2b2003,"During your public comment, you will hear a chime, and that chime is notice that there is ten seconds left of the two minutes that were provided to you.",random,0.0,False
cdp-seattle-21723dcf,062f6b2b2003,So it's taking a current practice and adopting it into permanent form.,random,0.0,False
cdp-seattle-21723dcf,062f6b2b2003,So I just wanted to offer that up as folks are sort of mulling over the concept of making council briefings biweekly or not.,random,0.0,False
cdp-seattle-21723dcf,062f6b2b2003,"Right now, there are criteria for paid family leave, you know, that are very specific.",random,0.0,False
cdp-seattle-21723dcf,062f6b2b2003,"So I do think that that one was still in the running, as they may say.",random,0.0,False
cdp-seattle-21723dcf,f18ba226a2cd,"And then the next question would be, is HSD going to then be extending new shelter offers as people move out of the Executive Pacific and the Just Care hotels to allow new people to come in to the shelters to make sure that we're continuing to offer folks on the street a place to go?",random,0.0,False
cdp-seattle-21723dcf,f18ba226a2cd,"It appears we're not automatically cutting people off when time expires, which is good, but sorry, I just wanted to just politely mention that, but really appreciate what you're bringing up and that'll be addressed in the committee today.",random,0.0,False
cdp-seattle-21723dcf,f18ba226a2cd,"But Mark, I would love for you to add the authority's perspective as these funds and projects will come under your roof soon.",random,0.0,False
cdp-seattle-21723dcf,f18ba226a2cd,"We have hundreds of volunteers at the ready, dozens of already constructed tiny houses ready to go and have laid the groundwork in the community by forming community advisory committees composed of local businesses, faith leaders and community members.",random,0.0,False
cdp-seattle-21723dcf,f18ba226a2cd,Here's another example of a new partnership for us.,random,0.0,False
cdp-seattle-21723dcf,f18ba226a2cd,"So you could have a scenario, for example, where you could have 230 people with the rapid rehousing voucher support, but then you could also have all 220 hotel rooms full because as people go to rapid rehousing, a new person comes in the hotel.",random,0.0,False
cdp-seattle-21723dcf,f18ba226a2cd,"We encourage them to dream up their future, what their housing looks like, what their relationships look like and what they wanna be doing with their time.",random,0.0,False
cdp-seattle-21723dcf,f18ba226a2cd,"And this might be more of a question for Mark given when we would be considering an investment like this, but in terms of the feedback from our friends over at the Lived Experience Coalition who've been doing a lot of engagement with the rapid rehousing program, gave a lot of feedback around the length and the amount of time of the subsidy and wanting to explore expanding that to a two-year subsidy.",random,0.0,False
cdp-seattle-21723dcf,f18ba226a2cd,And I'm gonna lean a little bit into Mark who I know is going to address those concerns as well.,random,0.0,False
cdp-seattle-21723dcf,f18ba226a2cd,"Please clarify if that's correct, Tess.",random,0.0,False
cdp-seattle-21723dcf,726ec414e79f,Council President Gonzalez and the staff at Team Lorena.,random,0.0,False
cdp-seattle-21723dcf,726ec414e79f,Peterson.,random,0.0,False
cdp-seattle-21723dcf,726ec414e79f,"Thank you, Councilmember Mosqueda and Council President Gonzalez.",random,0.0,False
cdp-seattle-21723dcf,726ec414e79f,"Next up is Louise, followed by Madison Swain Bowden, and then Emi Koyama.",random,0.0,False
cdp-seattle-21723dcf,726ec414e79f,There a second? Second.,random,0.0,False
cdp-seattle-21723dcf,726ec414e79f,"Want to speak on Agenda No. 7, the Hazard Pay Extension. I've",random,0.0,False
cdp-seattle-21723dcf,726ec414e79f,Is there a place where the Green New Deal Oversight Board can be on the agenda to offer its recommendations to the full Council?,random,0.0,False
cdp-seattle-21723dcf,726ec414e79f,Can you hear me?,random,0.0,False
cdp-seattle-21723dcf,ad93acca5e2b,"Rachel, Trayvon fields, Deb Barker, Aaron.",random,0.0,False
cdp-seattle-21723dcf,ad93acca5e2b,Thank you Council member Lewis.,random,0.0,False
cdp-seattle-21723dcf,ad93acca5e2b,Those homes and their value don't seem to suffer.,random,0.0,False
cdp-seattle-21723dcf,ad93acca5e2b,The legislation we are here to talk about today is in direct response to--the terrible impact the pandemic has had on our business community as I think most people are aware we lost over 40 had 0 businesses in the core due to the pandemic and the need for people to stay at home.,random,0.0,False
cdp-seattle-21723dcf,ad93acca5e2b,I think we are wrapping up.,random,0.0,False
cdp-seattle-21723dcf,ad93acca5e2b,We need a more accurate name than the one that has been with us since 1994.,random,0.0,False
cdp-seattle-21723dcf,ad93acca5e2b,Also going to low canopy coverage areas throughout the city so if they are going to plan replacement trees that aren't on the terrace site or within a few blocks but--there should be low tree canopy areas and we already have an assessment measuring that for the city.,random,0.0,False
cdp-seattle-21723dcf,ad93acca5e2b,I wanted to acknowledge that one of my constituents worked hard on a couple of proposals but did not make it through.,random,0.0,False
cdp-seattle-21723dcf,c41fc65bed07,"The motion carries, and the committee recommendation will be that the Council Bill be passed and will be sent for approval to the September 20, 2021 City Council meeting.",random,0.0,False
cdp-seattle-21723dcf,c41fc65bed07,"The city got a grant, a couple of grants, but in 2016, the city got a grant from the U.S. National Institute of Justice.",random,0.0,False
cdp-seattle-21723dcf,c41fc65bed07,So we did do that this year.,random,0.0,False
cdp-seattle-21723dcf,c41fc65bed07,"And going forward, you'll see it there every year.",random,0.0,False
cdp-seattle-21723dcf,c41fc65bed07,"We provide information to the Seattle City Council to help it in its role of overseeing Seattle City government, and we make recommendations to city departments to help them do better work and avoid risk.",random,0.0,False
cdp-seattle-21723dcf,c41fc65bed07,"But, you know, we will, we'll let you know how that specifically will play out, but thank you for asking, but that's like the one challenge that I, that I see on, I'm really excited about trying to meet that challenge.",random,0.0,False
cdp-seattle-21723dcf,c41fc65bed07,"And just as a reminder, the Seattle Department of Human Resources reviews whether jobs should have civil service protections, either upon the request of the department, who may have noticed that the job duties have changed and no longer meet the criteria for being exempt from civil service protections, or perhaps it was a new position that was added during the budget.",random,0.0,False
cdp-seattle-21723dcf,c41fc65bed07,"So without further ado, my understanding is that we do not have any folks signed up for public comment or anyone in the weight room.",random,0.0,False
cdp-seattle-21723dcf,6665642163d8,The next item on the agenda is the approval of uses and accepting surveillance impact reports.,random,0.0,False
cdp-seattle-21723dcf,6665642163d8,We'll see you later.,random,0.0,False
cdp-seattle-21723dcf,6665642163d8,The city of Seattle is committed to undergoing extensive review process by the executive departments.,random,0.0,False
cdp-seattle-21723dcf,6665642163d8,The committee recommends the bill pass as amended.,random,0.0,False
cdp-seattle-21723dcf,6665642163d8,That this technology is used to find people with outstanding warrants.,random,0.0,False
cdp-seattle-21723dcf,82da1b59e1d5,"Council bill 120021, the land marking agreement for the Swedish Club, five appointments to the community involvement and 5 to the urban forestry Commission.",random,0.0,False
cdp-seattle-21723dcf,82da1b59e1d5,"It looks like, I think, amendment one, two, and four, I will address amendment three, which is my amendment.",random,0.0,False
cdp-seattle-21723dcf,82da1b59e1d5,"The Senate, $500 million, the house, $600 million.",random,0.0,False
cdp-seattle-21723dcf,82da1b59e1d5,Then we will go ahead and move to the next agenda item.,random,0.0,False
cdp-seattle-21723dcf,82da1b59e1d5,"Good morning, colleagues, I know you asked us to be wrapped by 11:00 a.m. which is four minutes away, so I will be brief.",random,0.0,False
cdp-seattle-21723dcf,82da1b59e1d5,The climate commitment act last Monday after our briefing was voted out of ways and means . It is now in the rules committee.,random,0.0,False
cdp-seattle-21723dcf,82da1b59e1d5,"Hearing no comments, will the clerk please call the roll on the passage of the bill?, you have a question?",random,0.0,False
cdp-seattle-21723dcf,82da1b59e1d5,We want to keep costs down to keep rates low.,random,0.0,False
cdp-seattle-21723dcf,82da1b59e1d5,Great.,random,0.0,False
cdp-seattle-21723dcf,82da1b59e1d5,"I think it is a commonsense way of making the right to Council bill legally defensible and accessible to those tenants who cannot afford a lawyer . again, if you have any additional questions about amendment three before 2:00, today, you can contact me directly, or your staff is welcome to reach out to my senior policy advisor in my office, and also, [Indiscernible] is available to answer any questions or concerns you might have about amendment three.",random,0.0,False
cdp-seattle-21723dcf,777b2396616a,They're determined humanitarian standards.,random,0.0,False
cdp-seattle-21723dcf,777b2396616a,It is only by constantly making society aware of the injustices and indicating society's condemnation via appropriate sanctions that society can then establish values and systems that strive for justice and reform.,random,0.0,False
cdp-seattle-21723dcf,777b2396616a,"The minutes of the City Council meeting of June 28th, 2021 have been reviewed.",random,0.0,False
cdp-seattle-21723dcf,777b2396616a,"Hello, my name is Thomas, and I would like to speak about how we should not allow our police to be trained by people who violate human rights.",random,0.0,False
cdp-seattle-21723dcf,777b2396616a,Eight present.,random,0.0,False
cdp-seattle-21723dcf,777b2396616a,Is there a second?,random,0.0,False
cdp-seattle-21723dcf,777b2396616a,"We were so close once again, try one more time, star six.",random,0.0,False
cdp-seattle-21723dcf,777b2396616a,"And since we have such a large issue with police violating human rights, we need to start by preventing it from the beginning.",random,0.0,False
cdp-seattle-21723dcf,777b2396616a,"I urge the council to support the July Supplemental Budget Amendment that Council Member Sawant has announced she's going to bring to use $500,000 of the 5.4 million that the council already voted to take out of the police department to invest in the Garfield Superblock Project.",random,0.0,False
cdp-seattle-21723dcf,01a6d09dd442,In Thursday's committee meeting we will discuss with the community panel of renters and renter rights advocates and with City Council central staff members about the 3 renters rights bills from my office of the committee began discussing last week the first bill requires landlords.,random,0.0,False
cdp-seattle-21723dcf,01a6d09dd442,Whereas here.,random,0.0,False
cdp-seattle-21723dcf,01a6d09dd442,This resolution is co-sponsored by councilmembers herbold and morales as many of you know clarence acox jr is a legendary and award-winning drummer and jazz band director for decades at garfield high school our committee unanimously recommended this resolution be approved our transportation utilities committee also unanimously recommended adoption of resolution 32007 which is the updated strategic plan for seattle city light last week our committee heard from last week our committee heard from the city light review panel about why they fully endorse city light strategic plan it's a multi-year plan for implementing the mission of this one billion dollar city-owned utility enterprise which provides affordable reliable and environmentally responsible electricity to over 900 000 people in seattle and surrounding areas despite several cost pressures including the covid pandemic seattle city light has surpassed expectations in keeping their rate increases under control city light also succeeded in not increasing the bills of electricity electricity customers this year when its customers were the most vulnerable moreover city lights proposed rate path will also have a lower than expected rate increase in the future as compared to their previous strategic plan the net result is a six-year average annual increase will be less than 3.5 percent instead of the original 4.5 percent on january 16th,random,0.0,False
cdp-seattle-21723dcf,01a6d09dd442,It is now 930 at will the clerk for bold.,random,0.0,False
cdp-seattle-21723dcf,01a6d09dd442,Not least i want to thank members of the garfield super block for their work alongside our office in advocating for full funding for their project to renovate improve and add art and historical displace in the heart of seattle central district this community-led project started 15 years ago and it is time to finish it the coalition's updated plan melts the original plan's vision with new historic and culturally relevant public art installations site furnishings improved access play equipment water feature and an improved restroom facility when completed we know the garfield area will be a gem in the central district and i'm excited for my office to be advancing a supplemental budget amendment this month to add city public funds of five hundred thousand dollars into the garfield super block project and i urge council members to support it and i'm excited to join garfield super block organizers and community members this wednesday at 5 p.m to celebrate the project's progress and vision thank you thank you so much for that report are there any comments or questions on council member salons report uh council member herbal please thank you i'm just wanting to comment a little bit about the um entheogen bill um just as a little bit of background the bill was only made available in legistar on wednesday june 30th um i don't want to get into the whole issue of uh calls made i i don't have a way of knowing how many calls were made but um my staff um has received four voicemails um and three of them on this topic the fourth is was not on this topic at all um i when i um responded to uh ted verdone in council member swan's office um a couple weeks ago when they informed us that this bill was coming i let them know that i'd be meeting with um decriminalized nature to talk about um their ideas about around process and the content of the bill we subsequently myself and council member lewis subsequently attended one of their board meetings um it took them some time uh to uh consider um conversation that we had and get back to us uh we all have an email from them in our in our inbox this morning um again to clarify um the bill itself has not been assigned to a committee yet council president gonzalez um has i think um and i will let council president gonzalez speak for herself but um the uh the understanding is that we've all agreed the council uh when in signing the letter i'm asking that the overdose emergency and innovative recovery task force consider recommendations that the council has sort of agreed on a process for considering this uh policy and um i believe that referring the bill to a committee prior to um recommendations from from that committee is um is premature the legislation is not ripe and i um appreciate that the council president is um is uh is supporting the position that we have all taken regarding um at that policy um process just to um clarify the board of decriminalized nature seattle um emailed this weekend for their support uh for the um the task force and waiting for their recommendations there are several members of decriminalized uh nature seattle on task force self um and again there are concerns that introduction of this legislation would indicate a specific intent from council prior to receiving recommendations i think there is strong support on a council for um for uh recognizing the um the usefulness of um entheogens in um in uh public health contexts and interest in the policy objectives of of the legislation but again um i'm really hoping that we can um consider policy at a time when we have actually received recommendations uh from the folks who are who are looking at this issue thank you thank you council member herbal sorry it took me a minute there to find my mute button um okay uh any other comments or questions oh councilor salon please first of all on uh i just find this response to the question of phone calls and voicemails somewhat absurd and disingenuous i mean yes it's true that my staff member did not leave a voicemail on every call he made but he made 23 calls and he probably may left four voicemails yes you're right councilman herbal but it would be uh completely crazy for him to leave 23 voicemails no nobody in their right mind would do that i mean four voicemails should be ample for uh staff members and i mean you know it's your office ultimately uh you know it's not about staff members it's about the office as a whole for you to know that we uh care about this issue and we're looking for a response and i appreciate that you have spoken openly today but this is the response we were uh seeking when we reached out to your office so many times seeking when we reached out to your office so many times uh but leaving that aside on the question about what that letter that all of us signed says there was no comment about a process for this legislation in that letter that letter did not say one word about that process,random,0.0,False
cdp-seattle-21723dcf,01a6d09dd442,Across our nation later today i will be attending the kickoff of the public health director's recruitment community advisory committee that is a mouthful for basically saying the body that will look be looking for an individual to replace outgoing director patty hayes from public health seattle king county again a long time a friend and mentor of mine we do wish her luck and this national search brings together direct advisors members from king county and seattle to identify the next public health leader so very excited about that and of course if you have recommendations there is a robust recruitment process so please please let me know if i can get that information to you,random,0.0,False
cdp-seattle-21723dcf,01a6d09dd442,Then on july 7th we heard from the customer review panel about why they endorsed the strategic plan and support its adoption by this council we like i said we unanimously recommended the approval,random,0.0,False
cdp-seattle-21723dcf,01a6d09dd442,Again our central staff analyst eric mcconaghy is available to answer any questions we unanimously recommended approval of that,random,0.0,False
cdp-seattle-21723dcf,01a6d09dd442,More details will be available on july 20th on july 18th or on july 8th i also attended the psrc transportation policy board which received updates on regional transportation planning and has a special presentation on impacts on the transportation network of puget sound and water quality and finally in regards to sound transit we were set to vote on realignment on thursday july 22nd that date has been moved to august 5th that's giving us some time to get our amendments in and giving council member or board member balducci an opportunity to add more of comments and concerns and address some additional language in her resolution which will be looking at both of them resolution of board member balducci and the resolution proposed by the board chair mr kent keel that's it thank you back to you council president thank you so much council member juarez any comments or questions on that report hearing on we'll go ahead and go down the line next up is council member lewis followed by council member morales good morning thank you madam president there are no items on the introduction referral calendar from my office or expected to go to the select committee on homelessness strategies and investments the committee will have its next meeting on july 28th wednesday july 28th where we will again take up council bill 120109 that will establish a fund to accept private gifts to assist in our strategic efforts to address the state of emergency of homelessness we will also have a presentation from the human services department reporting back on their progress to stand up additive emergency shelter investments and and progress on the attached rapid rehousing program that the council funded as part of our budget in the fall of last year for 2021 so do please forward to my office any questions or communicate with hsd directly if you have some things you would like hsd to be prepared for for that presentation i certainly have a lot of questions in regards to the shelter assets and rapid rehousing as i'm sure my colleagues here do as well king county regional homelessness authority will meet this thursday and i will be attending that meeting along with council president gonzalez and mayor jenny durkin as part of seattle's delegation to that body we will hear an update from ceo mark dones on their staffing plan to staff up the the new regional homelessness authority we will also hear an update on the early stages of mark done strategic plan to address the homelessness emergency here in king county uh you know including the city seattle,random,0.0,False
cdp-seattle-21723dcf,01a6d09dd442,If you have any questions about this our central staff analyst eric mcconaghy is available between this council briefing and our full council meeting this afternoon this afternoon we'll also vote to adopt council bill 120103 to authorize seattle city light to enter into a long-term lease with the non-profit community development authority to take care of the old georgetown steam plant structure which is a national historical landmark for council members not on the transportation utilities committee,random,0.0,False
cdp-seattle-21723dcf,20dc9c63e26e,Mayor Durkin's executive order.,random,0.0,False
cdp-seattle-21723dcf,20dc9c63e26e,"If you look at the data, you will see that this is happening even though the police budget has been bloated.",random,0.0,False
cdp-seattle-21723dcf,20dc9c63e26e,Strauss.,random,0.0,False
cdp-seattle-21723dcf,20dc9c63e26e,"For this top priority, colleagues, with your help, we secured $2.5 million to increase the size of the mobile crisis team so there is an appropriate first responder for people in crisis in our community.",random,0.0,False
cdp-seattle-21723dcf,20dc9c63e26e,Mi deseo es poder seguir contando con el apoyo de ustedes para la legislación de los beneficios portátiles en el 2022.,random,0.0,False
cdp-seattle-21723dcf,20dc9c63e26e,"Any comments on agenda item 13, which is council bill one two zero one nine one.",random,0.0,False
cdp-seattle-21723dcf,20dc9c63e26e,It's in the item 11 resolution three two zero two four.,random,0.0,False
cdp-seattle-21723dcf,09fbebde2426,"I thought you were perhaps waving and saying you were good last time, but you were waving and saying, no, stop.",random,0.0,False
cdp-seattle-21723dcf,09fbebde2426,Council president Gonzalez?,random,0.0,False
cdp-seattle-21723dcf,09fbebde2426,Thanks to each and every council member who signed on to this proclamation this morning.,random,0.0,False
cdp-seattle-21723dcf,09fbebde2426,We appreciate your support.,random,0.0,False
cdp-seattle-21723dcf,09fbebde2426,Go ahead.,random,0.0,False
cdp-seattle-21723dcf,09fbebde2426,It's really hard to hear you.,random,0.0,False
cdp-seattle-21723dcf,aa0009d09bf4,"Colleagues, any additional comments on Amendment 5?",random,0.0,False
cdp-seattle-21723dcf,aa0009d09bf4,Whereas the parcels shown in green on this slide are tied to the license.,random,0.0,False
cdp-seattle-21723dcf,aa0009d09bf4,"But in general, I would say that it's a return on investment question and it's very expensive.",random,0.0,False
cdp-seattle-21723dcf,aa0009d09bf4,"As the new head of the Federal Communications Commission is saying, access to high-speed Internet is no longer a nice habit.",random,0.0,False
cdp-seattle-21723dcf,aa0009d09bf4,"Well, thank you.",random,0.0,False
cdp-seattle-21723dcf,aa0009d09bf4,We're really excited about some of this data information that we have.,random,0.0,False
cdp-seattle-21723dcf,aa0009d09bf4,At least more remote for people.,random,0.0,False
cdp-seattle-21723dcf,aa0009d09bf4,"I don't have a slide to do that, but I'm prepared to just give kind of a high level.",random,0.0,False
cdp-seattle-21723dcf,65d7d6ac6178,No.,random,0.0,False
cdp-seattle-21723dcf,65d7d6ac6178,I don't have any questions.,random,0.0,False
cdp-seattle-21723dcf,65d7d6ac6178,So it's not that they can't be evicted based on that.,random,0.0,False
cdp-seattle-21723dcf,65d7d6ac6178,Remain more expansive for the.,random,0.0,False
cdp-seattle-21723dcf,65d7d6ac6178,"To create some important legislation that can really provide a powerful fix to the city's just cause eviction ordinance and ensure that all tenants, regardless of where they are in their lease term or what kind of contract they have, that there'll be protected from a threat of no fault, no cause removal from their home.",random,0.0,False
cdp-seattle-21723dcf,65d7d6ac6178,My name is Angie and I'm a small housing provider in the Ballard Phinney area.,random,0.0,False
cdp-seattle-21723dcf,65d7d6ac6178,Renters bill of rights that we have been.,random,0.0,False
cdp-seattle-21723dcf,65d7d6ac6178,It's a significant step in the right direction.,random,0.0,False
