text,topic
Tips are not wages. Workers are already in the dark about how Instacart determines how much a job will be paid. Hiding tips will turn the lights off completely.,labor
Here's the deal. Instacart is not paying minimum wage on a consistent basis. 60% of shopper earnings is tips.,labor
Knowing tip amount helps us know if Instacart's paying a fair wage. Tips are such a large portion of our total compensation that we decide what jobs to accept based on it. Every restaurant in Seattle is required to pay the minimum wage to workers before tips.,labor
These gig companies must be held to the same standard. It is the right of workers to receive fair pay before tips and to know the tip amount. Tips are not wages.,labor
"Good morning, Chair Herbold and members of the committee. My name is Tiffany Alvidrez and I'm the Western Region Policy Manager for Instacart. I'm here today to address CB 120294 pay up legislation.",labor
"Instacart is committed to providing shoppers with opportunities to earn how they want, when they want, all based on their individual goals and built around their schedules. But in order for those earning opportunities to exist, there must be sufficient customer demand. And any attempt to legislate their working conditions needs to factor that in.",labor
"We appreciate the amendments that have been introduced, but we think several important adjustments still need to be made. An impact study is still needed to truly determine the effects this bill will have on businesses, workers, and the community. The proposal remains extremely problematic for Instacart customers, shoppers, and retail partners.",labor
"Members of this committee should be aware that we fully anticipate a decrease in demand for the services offered on delivery network platforms, which will in turn lead to a decrease in earning opportunities for workers and an increase in cost for consumers. Instacart looks forward to further discussing as we continue to work. Thank you so much.",labor
"Yes, thank you. Hello, hey, my name is Carmen Figueroa, and I ask that the committee not allow companies to withhold any amount of payment for completed orders to prevent fraud. Even if the policy required companies to exclude time only if they have evidence of fraud, we all know how they operate.",labor
They would just use it as an excuse to pay drivers less keeping the profit for themselves. No other company is allowed to stop your pay if they think you're working too slow. Completing orders late is not an indicator of fraud.,labor
"There are countless reasons an order is completed late, but I would like to give you the top three. When an app is behind the process in offering orders to drivers, drivers will often receive orders after the order is due. The app calculates time and mileage as pro fly.",labor
"My name is Richard and I live in Arbor Heights, which is Councilmember Arbold's district. I'm a personal chef and my partner and I both work from home. We love dogs and have used Rover since 2018 to manage our pet sitting business, which we operate on the side.",labor
"I'm very worried that this proposal was created with only certain kinds of delivery services in mind and without significant amendments could hurt other types of service providers like the pet sitting and food delivery are very different. I provide a safe environment for pets over the course of days, not minutes or hours. And unlike delivery services, I have full control over what rates I charge when I advertise my services on Rover.",labor
"I've seen the proposed amendment to exclude market class eight marketplace apps from the pet policy after fighting for payouts. It's so disappointing, considering including 1000s of workers. It doesn't make sense to disenfranchise a group of workers who also rely on gig work, especially protection.",labor
"As a Rover walker, I'm allowed to set my own rates, but highly encouraged to keep them low in order to compete and be chosen before other workers, creating a dog eat dog world for workers. Rover takes 20% of our pay. We take on a lot of responsibilities and liabilities aren't realized as we are not just dog walkers.",labor
"To date, the council has yet to commission a study to vet the policy and determine the impact on community. Price hikes for every aspect of the app-based economy lead to fewer earning opportunities for drivers and orders from businesses that utilize the advantage of app-based platforms. We respectfully ask the council to pause and thoroughly study the proposal before moving forward.",labor
"Esta fue justo y equitativo, transparencia y flexibilidad. No es mucho pedir, especialmente a cambio del uso de mi auto y mis gastos. Quiero invitarlos a ustedes, miembros del consejo, a que me acompañen en un viaje y vean lo que realmente es este tipo de trabajo.",labor
"Un trabajo que estas mismas empresas dicen que es dinero. Sin embargo, estamos endeudados. Las empresas han sido atrapadas apropiándose de las propinas que los clientes dan generosamente.",labor
Y ahora quieren hacernos quedar como los malos? Las geek companies han demostrado un crecimiento de ganancias por más de 347 mil millones de dólares. Eso no se puede decir de un trabajador como yo.,labor
Necesitamos que la política se apruebe. Ahora no podemos esperar. Gracias.,labor
"Yesterday a customer showed me the campaign the Dashboard started in order to retaliate against the payoff campaign. This was just proof of our value to Dash. Something that decent, fair, equitable pay, transparency and flexibility isn't too much to ask for, especially in exchange for the use of my car, phone and expenses.",labor
I'm from Seattle. I was a paramedic and I got liver cancer and I was told I couldn't work again. DoorDash five years ago gave me the opportunity to support my family during this epidemic.,labor
"If I lose, I'm sorry. It's just I'm emotional because this job has saved me and my family from being homeless. I have to see doctors for my cancer constantly, but with DoorDash, I have the means to go see my doctor any minute.",labor
I could take a break if my doctor said there's a donor. Let's go. I don't have that opportunity with other jobs.,labor
"I mean, as all of us are going through this hard time right now, especially with this pandemic and the risings of gas and inflation, this job has done a lot for me. And I just I oppose against PAYA. I wish you guys would really consider evaluating it again.",labor
"So I just wanted to talk about my experience as a gig economy worker in Seattle. I've had a lot of different issues, but I'd like to stick to the ones that are relevant to the topics today. One big issue that I've had is that I haven't been able to get support to be transparent or for them to be able to listen to my feedback, and the platforms that I've been using are Uber Eats and Postmates.",labor
"The other issue that I had was just with the West Seattle Bridge. I remember I would get so many rides where I would, it just wouldn't be a very high payout because it would calculate it as if the bridge was open. And when I finally did the delivery, it'd only be like nine or 10 or 12 bucks and it'd be like a huge amount of distance.",labor
I've heard that story about bridge and app-based workers. Please do feel free to send in your testimony. Sorry for cutting you off there.,labor
"Hello. I live in Seattle and use delivery apps often as a person with severe asthma that is at risk due to the pandemic. All workers deserve to be paid a fair wage, including delivery drivers and gig workers whose work involves wear and tear on their personal vehicle.",labor
I support the pay-up policy and think you should prioritize strengthening the rights of gig workers. Tips are not wages. Companies should pay their workers at least minimum wage without exception.,labor
Charge me more fees. I don't care. I want my community members to be paid fairly.,labor
But I think it's entirely reasonable for these companies to dip into record pandemic profits to do the right thing. I support pay-up without amendments that help corporate interests. Thank you.,labor
"Hello. My name is Jean Callis. I'm a member of the pay-up campaign, a voter in District 4, and a driver for Grubhub.",labor
I'm here today to speak in favor of the pay-up policies before amendments and demand that council take action on it this year. I started working for Grubhub full-time at the beginning of 2022 after leaving my job due to a combination of burnout and developing chronic migraines. The flexibility offered by gig work seemed ideal at the time.,labor
"However, with inflation rising, the cost of necessities, as well as gas prices and vehicle maintenance, pay as it stands is no longer enough. On top of these expenses, we are responsible for paying federal taxes as both employee and employer, and that's doubling the tax on our income. I've heard the argument that if drivers simply worked enough hours, they would make enough to survive.",labor
I work between 40 and 50 hours a week. So what are enough hours if working full-time is not sufficient? We are not asking for outrageous wealth or making untenable demands of these companies.,labor
"Hi. My name is Becky Stanley, and I live in the 98118 zip code. I'm here to support pay up but not the loophole.",labor
"I'm a customer with a disability and a compromised immune system, and having Instacart is really helpful to me. But I'm not confident that people are being paid fairly. And I used to be a waiter back when minimum wage was they had a special waiter minimum wage.",labor
And our paychecks ended up being like $35. But we can't count tips as wages. Not everybody tips.,labor
"And I don't feel like I can use these services because there isn't transparency. I'm confused. I don't know who is getting paid properly, if I'm part of the problem.",labor
I don't want to be part of the problem. Pay up helps. Transparency.,labor
"I am obviously calling in about the gig app. And, you know, independent contractors, which we are, have the right to know the terms of a job prior to accepting. Hiding tips kind of violates that.",labor
"Instacart also has a long reputation for misappropriating tips. They have promised pay transparency after legal action was taken. And in the last year, I have literally watched that slowly go away.",labor
"They have stopped showing the breakdown of shoppers' pay. There is no beneficial reason for hiding tips or pay. And it can result in, you know, returning to using customer tips to subsidize pay.",labor
"The idea of whether or not workers are going to cherry pick orders or pad time is an absolute farce and unfounded. It is now that orders are being cherry picked because they need the tips to subsidize their pay. The gig app will ensure all orders are accepted promptly since orders will be accepted with confidence that the order isn't costing the worker any money, which is consistently a risk currently.",labor
"The fraud amendment, unacceptable. We need to be paid for all of our active time. Unforeseen circumstances happen.",labor
"Hi. I'm Marie. I'm calling through a sign language interpreter, and I work for Instacart.",labor
"I just wanted to share my experience. I know there's a lot of workers that work for Instacart, and they're hiring a lot of new workers who accept the new wages. When I started working for Instacart, it was good pay, but I've seen the pay get less and less over the years, and it's harder to pay my bills and allocate my money to what I need it to.",labor
"Thank you. Um, Good morning Council members, as you know, this morning the committee will be voting on amendments to Council bill 120294, which is a bill that establishes a minimum payment standard and related regulations for app based workers. We Have 16 amendments to present. Last",labor
"First amendment for your consideration is amendment one version to sponsor by charcoal herbal and Councilmember Lewis. This Was distributed last evening, it makes small technical changes and clarifications, including clarifying the definition of incentive clarifying the definition of unsealed. It Requires tip disclosure, if applicable, before facilitation of the offer rather than before completion of the offer. This",labor
"Is so the worker would have the information before deciding whether to accept the job or not. And It also changes the review period for canceled offers from saying quote three days to quote 72 hours. With That, I will turn it over to chair herbal. I'm",labor
"How does that so if you're the consumer. You Need to tip somebody before they provide the service. Why Would you do that before the service is provided, just want to understand that logic. Thank",labor
"Companies do allow a customer to put the tip amount before the offer is basically presented to the worker. So It would just be that first amount of, or the first kind of passive information. And So the current bill would require that if the customer provides that before the work is done, that the worker would be alerted to what that tip amount is. So",labor
"It's not additional an additional tip at the end. Yes. Can I follow up to clarify. Yeah,",labor
"Absolutely. So Then customers aren't required to, it's just, if the customer chooses to disclose it up front, then that information will be provided to the worker, but there's no requirement that they provide the tip up front, and it doesn't prohibit them from tipping So You could. So",labor
"If you're a customer you could do zero up front like hey why would I tip somebody if I haven't gotten service yet. You Put zero in for now, you get great service you're excited then you tip them at the end. But If you do choose to tip something in advance. That",labor
"Must that information must be passed through to the worker before they accept the job. Is That right, that is my exact understanding of the, of the intent. Thank You. Okay,",labor
"Thank you. Alex Anything to add. I Would just add quickly that not all apps allow up front tipping, and this does not require them one way or another it just, if the app does and if a customer chooses to do it up front, then the worker would be it may be required to view all of that up front tip. Thank",labor
"You so much will central staff, please describe amendment number two. Yes, The next amendment for your consideration is amendment to version one, it is sponsored by Councilmember Peterson. This Amendment would change the definition of marketplace network companies. The",labor
"Current bill would define marketplace network companies using two criteria. First, The companies are exclusively engaged in facilitating pre scheduled offers in which the customer and worker negotiate the offer scope and costs before the customer places the order, and the worker accepts. The Second criteria is that marketplace network companies exclusively facilitate services without monitoring offers by geographic location mileage or time. So",labor
"Amendment to would change the definition of marketplace network company to have three criteria. First, That a marketplace network company is primarily engaged in facilitating pre scheduled offers, in which the platform enables the customer and worker on the offer scope and costs before the customer places the order, and the worker accepts. The Second criteria is that the worker sets their own rates. And",labor
"The third criteria is that the network company does not monitor offers by mileage or time, but removes the reference to geographic location that's currently in the bill. The Use of primarily engaged rather than exclusively engaged gives the marketplace companies, more flexibility in their operations. For Example, while most while these companies typically offer pre scheduled work that is work that is will begin where the offer, sorry, where the worker will begin work within longer than two hours. Instead,",labor
This would allow them to sometimes do what we call on demand work which is within two hours. The Amendment would allow the Office of Labor Standards to define what primarily engaged would mean in this context and how it would apply. And With that we'll turn it over to Councilmember Peterson. Thank,labor
"I want to make sure we're being very careful not to stifle innovation and flexibility benefits to consumers workers and small local businesses. I Support a minimum wage for gig workers who have no say in their wages. At The same time, marketplace network companies who provide their brand, their customer base their computer application technology to workers who actually set their own compensation rates should be exempt from this experimental new law, so that we limit unintended negative consequences. These",labor
"You, Madam Chair, I actually have some questions for me gore. This Is a topic that I've been legitimately very undecided about over the course of our process of doing this work. You Know I got into this, this work with you on this area mostly because of the massive inequities I was very familiar with, and how the delivery apps operate, and how those delivery apps have passed a lot of expenses on to the people who, and the market really aware of, and have come to learn about them throughout this process. Because",labor
My primary area of interest here is in the extent to which these amendments from Councilmember Peterson would undermine our work on the delivery apps and create potential loopholes where delivery apps could reconstitute themselves to be a marketplace app and exempt themselves from the protections that we are passing in this bill. And I would just ask Amy on this. What Would be the impact of the primarily engaged versus exclusively engaged in terms of potentially opening that loophole. As,labor
"Would you have to do to become a marketplace app under this change definition, are we opening a risk to that. Yes. So To answer that question I think first I just want to caveat that it is difficult to game out all of the scenarios that could happen. You",labor
"Know with new legislation, but for your specific example of a company like door dash or something that does the on demand delivery. There Is a one of the sentences I did not read of the definition is that it specifies that on demand network companies and companies that primarily provide delivery services are not marketplace network companies. So I think no matter what criteria one, two, or one, two, and three are, it would be very difficult for a company like door dash that does that type of delivery work on demand to somehow change their business model to be a marketplace network company. For",labor
"Example, they would have to then primarily offer pre scheduled offers meaning that it would be outside of this two hour on demand window which is not really compatible with their business model. It Would again allow, they would have to allow their workers to set their own prices rather than the current kind of way that they offer offer a payment for a job, as well as they would have to stop monitoring workers by mileage or time. So I think that the three criteria plus that last sentence would make it more difficult for a company that currently does not operate in this way to change their business operation to meet this definition. Thank",labor
"Going to go ahead and ask a follow up question to Councilmember Lewis's question regarding enforcement, the word exclusive in the underlying bill seems to create a brighter line for enforcement than primary. So I'm wondering if OLS our Office of Labor Standards has weighed in on how this amendment would impact enforcement. And Then, Madam Chair while I have the mic. is whether or not we know if workers get any guidance from these companies on rates or get pressure or incentives to lower rates. One",labor
"Of the things that I heard about was well there might not be a direct engagement or dictating of rates placement of workers on an app and prioritizing certain workers over others depending on which gigs they accept or don't is is still prevalent among various platforms so I'm wondering if you can answer both of those questions. Yes. So Your first question we did receive feedback from OLS that they, they prefer the exclusively language, or in terms of kind of a bright line of yes or no, to help define what companies are marketplace network companies. Your",labor
Second question related to. I'm Sorry I just blanked on your second question. Whether Or not companies have certain strategies where they're maybe affecting whether or not a worker gets a gig or not based on the placement of that worker on an app or platform. Thank,labor
"You. I Apologize about that. Um, We have heard from workers that they do that the company does encourage them to set their rates at a certain level. I",labor
"Am not aware of any companies that currently use their algorithm to promote particular workers based on their based on their cost it seems to be more about ratings or the number of jobs that they have completed. However, You know again these are kind of algorithms or other technologies that could be changed to promote workers based on their rates fairly easily I would assume. So That is certainly an option for the companies. Thank",labor
You. A Quick question I have before we move back over to Councilmember Lewis. This Amendment in the changing of the definition of network companies. It,labor
Doesn't only affect the minimum compensation requirements correct it. If You fall out of the definition of marketplace or company you other elements of the bill that would not be a regulation that a company has to adhere to is that is that correct and can you just very quickly touch on on that that impact. Sure. So,labor
"Currently, the bill as presented or as introduced. It Has a definition for marketplace network company, and then some regulations which are specialized related to marketplace network companies. So For example, marketplace network companies because they do not track by geography, would not have to pay for engaged miles because they do not track how many miles, their workers are driving. So,",labor
"As the legislation is right now, changing this definition might put certain companies into or out of the marketplace network company definition, and then those specific marketplace network company regulations might apply to them. However, What I think you're referring to is if Amendment three passes, where they are excluded from Chapter 8 30.37, that would exclude them from both the minimum payment standard standard, as well as the flexibility requirements and the transparency requirements that are also included in the bill. And We can talk a little bit more about that under Amendment three as well if you like. Thank",labor
"You. Just A quick follow up on that. But If you, if you're, if you're, if you neither meet the definition of a marketplace network company, nor a on demand network company. You",labor
"Are. Yes, The, the network company is an umbrella term, and there are two subsets on demand and marketplace network companies. If You do not meet the definition of marketplace network company or on demand company, you are still considered a network company. If",labor
"You touched on that in the base bill here the base proposal that marketplace network companies are not tracking their workers, geographically speaking, but I believe this amendment alters that. Yes. So, In general, what we have heard is that the most marketplace network companies do not track their workers by geography so for example, usually with like DoorDash or Instacart, they are tracking their workers as they do the offer. However,",labor
"That is not necessarily the case for all of the marketplace network companies. There Is one particular geographic functionality in the rover app which allows a pet walker to share a map of the route that was taken on, for example, like a dog walk with the customer. After The walk is done. And",labor
"So, and that is placed on the, that is shared through the app so it's kind of a question of like how do you define geographic monitoring, but they requested that geographic monitoring be removed from the definition in order to allow that functionality, and not create any kind of like gray area. As It relates to that particular functionality on the rover app. Thank You. Member",labor
"Like to understand a little bit more about the geographic monitoring by a marketplace company, is there a way to tailor, something like that so I can understand maybe why a consumer would be excited to know where their dog was walk, for example, but that doesn't seem to be pertinent information for a company to track necessarily if the job is getting done truly by an independent contractor. You Think that that would be information shared between the client and and the worker or the provider of the labor so is there. Is There some nuance in like how that information could be provided to a purchaser of the labor versus having that information shared with the company or is this is this amendment just envisioning that that information is also shared with the company. My",labor
"Understanding is that the, the, the map for example is shared through the platform. However, It's not necessarily monitored by the company, they don't look at it. I Think they would have the ability to look at it but their current practice is to not look at that to see kind of where the Walker went, or to dictate the routes that they take in any way. So",labor
"So much. It's wanting To focus my comments on what we heard from the National Employment Law Project in their May 10 letter to counsel. This makes Good sense, both the marketplace network platforms and network companies defined in the bill, manage their businesses and their workforce. Both the",labor
"Marketplace network platforms and network companies defined in the bill, manage their businesses and their workforce with similar algorithmic based technology, and that technology can be reprogrammed comply with the bill letter goes on to say that historically the exclusions from and limitations on bedrock protections have excluded too many workers, particularly too many black and immigrant workers and maintaining the broad coverage is consistent with Seattle's commitment to race equity but also with the council's role, recognized in the bills preamble as a leader on wage labor and workforce practices that improves workers lives and supports and economic security and contributes to a fair and healthy and vibrant economy. You know, Again, I, I recognize the that there. I know What we don't know but we have a hard time imagining how existing on demand network companies could refigure their, their algorithms in a way to, or their, their models in a way to be defined as a marketplace network, but I have concerns even without imagining a new, a new business model I do have concerns, as expressed by Councilmember Mosqueda and as expressed by both our Labor Standards Advisory Committee and the Office of Labor Standards about the ability to, to enforce the, the concept of primarily and versus exclusively so I'm just want to flag, I too am intending to vote against amendment to remember Lewis. Thank you",labor
"Think the business model. Similarly gives Me this abiding concern that there could be unintended consequences in the other direction that the current definition could be over inclusive and cause strange results. I do Think that the round of questioning we just had about how the geographic location language interfaces for example with Rover walking the dogs as an illustration of the fact that I, I just keep having the abiding sense that we are inserting a regulation of the marketplace apps into primarily what is a delivery regulation on demand delivery regulation bill. That doesn't",labor
"Mean I'm opposed to doing something to to regulate the conduct of the marketplace apps I think there are things that have been raised or a stakeholdering that could warrant attention and legislation from the city that is bespoke and tailored to the inequities with the marketplace apps. I just Have a concern that there are places throughout the bill. Not just With the pay standard but with some of the flexibility and transparency requirements that just don't neatly apply to this category of business model. So, you",labor
"Know, I'm satisfied from the responses from central staff that the tightness of the definition as such that it would be difficult for the delivery apps to change their business model. In order To undermine the application of this legislation to Instacart door dash Uber eats. I drafted An amendment anticipating the possibility of supporting this route to have LLS throughout the next several months if they do sincerely think it's going to be impossible to do this without having loopholes that undermine this application to delivery apps to consider changing this, there will be opportunities for the council to change this have something like that materializes. But I",labor
"Very much, Madam Chair. So I Just want to make sure that I understand if this amendment passes what's potentially at stake, or on the to do list for Office of Labor Standards and if this is a question for central staff that's great or if Office of Labor Standards is watching and can get back to us that would be helpful to know, I guess, my understanding from hearing the analysis from central staff and looking at this amendment is that it could vastly expand the definition of marketplace loophole that the ability to track on demand jobs. The ability For Office of Labor Standards to understand whether and which type of jobs are supposed to be tracking could be nearly impossible it could be a barrier for enforcement requiring an assessment of the entirety of a company's offers before determining whether workers are being paid what they need. So, is,",labor
"Is there any sort of written analysis that Office of Labor Standards currently has in front of us that we could take a look to see if that assumption about whether or not this is creating a loophole, or whether or not this is meaning that companies could offer workers on demand work monitor the locations while performing the work and track the time they stop and start work, but not have to pay that is, is actually going to be a problem like these are the type of questions that I think actually undermine the intent or the heart of the bill and perhaps I am not seeing the same things that are less is or central staff or the co sponsors so I just want to make sure we have a full list of maybe what we're asking about what less before final passage on this bill if this amendment is to hang. Thank you. Yeah, um, I will work with OLS to get a more complete written response to you. Again, I",labor
"Asked them about the definition and they did express again that they prefer the exclusively rather than primarily as the primarily language requires them to kind of do some looking at the companies to say, for example, how many of your offers are pre scheduled versus on demand before determining whether a company would be a marketplace network company in a similar way we use the primarily engaged language and on demand, and the definition companies, and so OLS will also be having to look at companies that are on demand to ensure like how they will need to determine how much of that type of work means that they are that a company is either on demand or marketplace network company. So I Will continue I will work with OLS to get a written, a written response to your question about exactly, you know how much work they think that this would be compared to the existing definition. Thank you, Amy. There any",labor
"Could just overview description, and then I'll ask Councilmember Peterson if he has any additional comments and then I'll ask Councilmember Peterson to move it. Okay, great. This amendment Would exclude marketplace network companies from the companies covered by chapter 8.37. This is",labor
"The chapter that would establish the minimum network payment requirements, as well as the transparency and flexibility requirements of Council Bill 120294. Therefore, those Requirements would not apply to marketplace network companies and their workers would not be covered by the legislation or its requirements. It also Removes any of the regulations in the bill that were specific to marketplace network companies. And with",labor
"Perhaps this was a clarifying question for central staff chapter 8.37 is in effect, eliminating this entire category of workers from being covered by the minimum wage. Is that Correct. Yes. Okay. Any",labor
"Other Comments or questions. With my, My hand up Madam Chair and just as a follow up to that you know, along the lines of the comments that you received from the National Employment Law Project obviously a national body that does research on the impact of labor standards and the, the disproportionate lack of labor standards, especially on black and brown workers I think that this is an amendment that would exclude thousands of workers in the on marketplace apps from these basic protections that we're seeking to apply here. And notably",labor
"As no notes that could disproportionately fall on black and brown workers and we're going to refugee workers, and I'm also worried about some of the unintended consequences that I was asking, Oh, less to potentially opine on before final passage, and the concern that this could incentivize other companies to tweak their business models and squeeze through that loophole, and thus pay workers less so again I'll be voting. No. On This Amendment today. Thank you.",labor
"Months ago that I am concerned about the impacts on small businesses on the customers and on the drivers of the potential impacts, decreased demand higher fees for the end user etc. I appreciate that the National Labor Law Center I'm, I don't know if I'm getting that right, has weighed in on this, but I also think it's very important to listen to people in our own community who have, who have reached out to us and let their, their concerns be known be heard from Bishop Gary Tyson earlier in comments and they, they wrote a letter, representing how the his community is very concerned about some of these unintended consequences and calling for a study. We got A letter from Marcus one list who is the president of the Latino Chamber of Commerce, who was also NPO w talking about this unintended consequences concerned for the small businesses in the Latino community. We got A letter from Lewis read last night, founder and president of easels fried chicken. Also concerned",labor
"Friends I expressed with amendment to. I just Want to, again, explain that the development of this policy is to regulate an unregulated sector of economy. It's the Largest growing sector, we are intentionally not regulating specific business models, because business models are constantly changing and evolving But we do recognize that the marketplace app regulation within the bill regulating multiple types of regulating this unregulated sector of our, of our economy, that we do recognize that marketplace apps should have a different threshold to me and for that reason. There are",labor
"Elements of payment, basic payment elements that are required by the on demand network companies for their compensation model that aren't included in marketplace apps regulation so I just want to, you know, again, I really appreciate that marketplace apps have sincerely engaged since the beginning of our stakeholder process. They have Consistently requested to be exempted, but yet they've still engaged in the process. We continued To ensure that the policy covered their model as well. And we",labor
"Amendment is amendment for version one, and is sponsored by Councilmember Lewis. This amendment Would request that the Office of Labor Standards report back to council if they become aware of network companies changing their business models to meet the requirements of chapter 8.37 of marketplace network companies in order to be excluded from the requirements of chapter 8.37. As part Of this report back and request that all s recommend a definition of marketplace network company and appropriate regulations for that business model. And with",labor
"For that so the, the, the actual amendment does not require any particular additional work on behalf of OLS, it asks that if they are seeing companies change their business model that they report that back to city to council, and really the expectation is that would not be a new body of work but instead that that would be something that they might observe through their, their year long or more rulemaking process. It does Request that if they are seeing that kind of change that they work on a new definition of marketplace network company and appropriate regulations for that. anticipated that That work might entail additional resources for OLS, and that they would come to council to request those resources for some sort of study or additional work, my, that is my understanding of the sponsors intent but I will pass that back to Councilmember Lewis to confirm that. Yeah, I",labor
"An entirely new set of labor regulations and, and a report back on vulnerabilities is, I imagine just going to be a component of that work. I'm sure If I might. Colleagues I Appreciate that there was a number of amendments we're all very interested in how they intertwine but with amendments number two and three hanging to this piece of legislation this is in fact not what office of labor and standards intended to analyze right I think there's a whole host of unintended consequences if folks want to use that term about how this may affect existing company behavior within this industry. And if",labor
"Office of labor standards is now in the process of having to look to see if each company is shifting behavior for the type of workers that they have. I think It's a whole nother set of policies that we might have to consider or let me rephrase that a set of resources that we might want to consider so that OLS has the capacity to actually do that analysis to thus provide us recommendations. I'm going To be voting yes on this amendment because I think it's important to get that data but again I think with the fiscal notes continuing to be a document that we need to point back to especially every year but especially in years like now, we need to have a better understanding of what the impact would be on office of labor standards so I would ask central staff to add this to their list. And again",labor
"Reiterate that without marketplace definitions, I am not sure that we have the underlying bill in its full intent in front of us to make sure that we are actually accomplishing those protections, especially for the most diverse workers, if we have a worry now that there's going to be shifting behavior within this industry. So, yes, I'd like to know more about what they see but I would want to make sure to be really clear with office of labor standards and amongst us in this committee that this is not actually I think part of what office of labor standards would do anyways because of the amendments two and three that were hung. I'll be Voting yes to get the information but I think that we need to have a clear understanding of what the cost will be. And with",labor
"First amendment is number five version, one, and this amendment would reduce the associated cost time and mileage factors, which are components of the minimum payment calculation as a refresher the minimum payment calculation is a per minute amount, which is the amount that is applied for each engaged minute, and then that is added to a per mile amount, which is per mile amount times, each engaged mile. So within That per minute amount, there is an associated cost factor and time factor which are the markups for the minimum wage equivalent rate, and within the per mile amount, the associated mileage factor is the markup for the IRS standard mileage So this Amendment would reduce all of those associated factors. The amount",labor
"Of these reductions are in the middle of what is in the draft legislation, and what is in the central staff memo in the list of amendments, and specifically the associated cost factor would be reduced from 1.13 to 1.12. The associated Time factor would be reduced from 1.21 to 1.17, and the associated mileage factor would be reduced from 1.25 to 1.10. The ultimate Result is that the per offer minimum amount for outpost workers would be less in 2022 the per minute amount would be reduced from 39 cents per minute to 38 cents per minute, and the per mile amount would be reduced from 73 cents per mile to 64 cents per mile. Thank you",labor
"Six. Yes, and Then mid six version one. This amendment Would change the Office of Labor Standards directors discretion to adjust the associated cost factor and associated time factor from annually to every three years. As a",labor
"Result, the associated cost factor and time factors would remain constant for at least three years. Thank you So much. Councilmember Nelson, Would you like to speak to this amendment as a sponsor? Yes, basically,",labor
"It took months and months of outreach and research and and and talking to stakeholders to come up with the in with the, the calculations that we have before us, and the, the discretion to revise and adjust every year seems like a lot of work for us to do on a continual basis and so basically this amendment simply gives three years instead of just one year for them to consider changes, and, and it also helps the the network companies because every as the OLS director proposes or in implements changes to the, to the underlying calculations, they have got to change their algorithms and in perhaps even signage etc because ultimately the, the minimum pay standard will change, so it helps those companies as well and then finally it also provides for more certainty and predictability in the marketplace, and that's good for the small businesses that rely on these, these app based services and the networks themselves and users and the drivers so that is why I put this forward and I did ask, we did touch base with OLS and they have no problem with this amendment. Thank you So much for Nelson, any clarifying questions of the amendment before I asked the sponsor to make a motion. Not seeing Any clarifying questions come from Nelson would you like to move the amendment. I move",labor
"Amendment six. Thank you. Just a Couple thoughts from me before I open it up, I'm supportive of this amendment legislation does not require the OLS director to assess the cost associated costs and time factors, it's allow it the amendment simply changes that discretion, every three years, and appreciate the amendment sponsor, clarifying that is not in conflict with OLS is hopes for administrating the legislation moving forward. Any other",labor
"Amendment for discussion is amendment seven version two. It is Sponsored by chair herbal and Councilmember Lewis, as discussed in the previous two amendments the legislation would give the director of the Office of Labor Standards, the authority to adjust the associated cost factor, and the associated time factor. However, it Does not provide the director with the authority to make adjustments to the associated mileage factor. If conditions",labor
"For workers change this amendment would grant that authority to the OLS director to adjust the associated mileage factor annually, and would provide guidance on factors to consider when making any adjustments. The only Difference is that it corrects a drafting mistake that I made by leaving in an incorrect reference to associated time factor rather than associated mileage factor. Thank you So much. Let's see",labor
"Associated mileage factor, what that is exactly. And you Want to take that. So the Associated mileage factor accounts for mileage that a, so the mileage that a worker drives while they are working on an offer is covered under the guaranteed minimum payment. So the",labor
"Mileage factor is kind of a multiplier to account for mileage that is driven before or after they begin their offers so for example, maybe a door dash driver takes a order to a location that is far away from any restaurants, and then after they are no longer being paid, they need to return back to an area where they will probably be doing the pickup so it is that kind of extra mileage that occurs before or after an offer. It's to Cover that type of mileage. Thank you. Thank you.",labor
"Are left to the OLS is OLS directors discretion outside of the scope of council approval so that's always been kind of a gripe of mine, but the thing about the, I guess I just always assumed that the associated cost factor that's associated with the, the mileage rate of point five eight would not change in, unless the IRS is rate changed and so my whole. I don't Believe that it's necessary to give the OLS director the discretion to change this. After all, The, the mileage factor is set by by the IRS, and, you know, in my opinion it is not reflective of the cars driven in this area and the costs associated with driving. So, I",labor
